Degree,Specialization,Critical Thinking,Analytical Reasoning,Problem Solving,Logical Reasoning,Research Skills,Data Interpretation,Quantitative Analysis,Decision Making,Creativity & Innovation,Strategic Thinking,Written Communication,Verbal Communication,Presentation Skills,Public Speaking,Negotiation,Teamwork,Cross-Cultural Communication,Interpersonal Skills,Conflict Resolution,Emotional Intelligence,Self-Learning,Adaptability,Curiosity,Growth Mindset,Time Management,Attention to Detail,Organization Skills,Resilience,Self-Motivation,Business Management,Economics,Psychology,Sociology,Political Science,Environmental Studies,Biology,Chemistry,Physics,Mathematics,Computer Literacy,Statistics,Finance & Accounting,Marketing & Branding,Human Resource Management,Digital Literacy,Sustainability Awareness,Global Awareness,Leadership,Project Management,Ethical Reasoning,Social Responsibility,Cultural Awareness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Arts (Honours),Computer Science and Philosophy,0.02907,0.02907,0.03198,0.03198,0.02616,0.02616,0.02907,0.02616,0.02035,0.02035,0.02035,0.02035,0.01744,0.01453,0.01163,0.02616,0.01744,0.02035,0.01744,0.01744,0.03198,0.02907,0.03198,0.03198,0.02907,0.03198,0.02907,0.02907,0.03198,0.00581,0.00581,0.00291,0.00291,0.00291,0.00581,0.00291,0.00581,0.02907,0.02907,0.03198,0.02326,0.00291,0.00291,0.00291,0.03198,0.01163,0.01163,0.01744,0.02326,0.02616,0.01744,0.01453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Graduate Diploma in Management,Marketing and Sales,0.01918,0.01918,0.01918,0.01439,0.01678,0.02158,0.01678,0.02158,0.02638,0.02638,0.02638,0.02638,0.02638,0.02638,0.024,0.024,0.01918,0.024,0.01918,0.02158,0.01918,0.02158,0.024,0.02158,0.02158,0.01918,0.02158,0.01918,0.02158,0.02158,0.01918,0.01918,0.01439,0.0072,0.0048,0.0024,0.0024,0.0024,0.0072,0.01918,0.01678,0.01439,0.02638,0.01439,0.02638,0.01678,0.01918,0.02158,0.02158,0.01918,0.024,0.01918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Graduate Diploma in Management,Human Resource Management,0.01918,0.01918,0.01918,0.01678,0.01678,0.01678,0.01199,0.02158,0.01678,0.01918,0.024,0.024,0.02158,0.01918,0.024,0.024,0.02158,0.024,0.024,0.024,0.024,0.01678,0.01918,0.01918,0.01918,0.02158,0.01918,0.024,0.02158,0.02158,0.02158,0.01678,0.024,0.024,0.0096,0.0048,0.0024,0.0024,0.0024,0.0048,0.0096,0.0096,0.01678,0.01439,0.024,0.01918,0.01678,0.01918,0.024,0.02158,0.024,0.024,0.02158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Graduate Diploma in Management,Business Analytics,0.02604,0.02604,0.02604,0.02344,0.02344,0.02604,0.02604,0.02604,0.01823,0.02604,0.02344,0.02083,0.02604,0.02083,0.01823,0.02344,0.01823,0.02083,0.01823,0.01823,0.02344,0.02344,0.02344,0.02344,0.02344,0.02604,0.02344,0.02083,0.02344,0.02604,0.02083,0.00781,0.00521,0.0026,0.0026,0.0026,0.0026,0.0026,0.02344,0.02604,0.02604,0.02083,0.01823,0.01042,0.02604,0.01563,0.01823,0.02344,0.02604,0.02344,0.02083,0.01823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Graduate Diploma in Management,Finance,0.02321,0.0258,0.02321,0.02321,0.02064,0.02321,0.0258,0.0258,0.00774,0.01806,0.02321,0.02064,0.01806,0.01548,0.01806,0.02064,0.01548,0.02064,0.01806,0.01806,0.02064,0.02064,0.01806,0.02064,0.0258,0.0258,0.0258,0.02321,0.02321,0.02064,0.0258,0.00516,0.00516,0.00258,0.00258,0.00258,0.00258,0.00258,0.02064,0.02321,0.0258,0.0258,0.01032,0.00774,0.02321,0.00774,0.0129,0.01806,0.02064,0.0258,0.01806,0.0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Graduate Diploma in Management,Entrepreneurship,0.02113,0.01878,0.02347,0.01643,0.01878,0.01878,0.01878,0.02347,0.02347,0.02347,0.02112,0.02112,0.02112,0.02112,0.02112,0.02347,0.01878,0.02347,0.02112,0.02112,0.02347,0.02347,0.02347,0.02347,0.02112,0.02112,0.02347,0.02347,0.02347,0.02112,0.01643,0.01174,0.00704,0.00939,0.00235,0.00235,0.00235,0.01174,0.01878,0.01643,0.02112,0.02112,0.01878,0.02112,0.01643,0.01878,0.02347,0.02347,0.02347,0.02347,0.01878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post Graduate Diploma in Management,Operations Management,0.02278,0.02278,0.02532,0.02278,0.01772,0.02278,0.02278,0.02532,0.01519,0.02532,0.02025,0.02025,0.01772,0.02278,0.02532,0.02025,0.02278,0.02025,0.02025,0.01772,0.02278,0.01772,0.02025,0.02532,0.02278,0.02532,0.02278,0.02278,0.02532,0.02278,0.00506,0.00506,0.00253,0.01013,0.00253,0.00253,0.00253,0.01519,0.01772,0.02025,0.02025,0.01519,0.01266,0.02278,0.02025,0.02025,0.02278,0.02532,0.02278,0.02025,0.02025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramedical Science,Diploma in Medical Imaging Technology,0.024,0.024,0.024,0.0216,0.0216,0.0216,0.0192,0.024,0.012,0.0144,0.0216,0.024,0.0216,0.0168,0.0144,0.0288,0.0216,0.0288,0.024,0.0264,0.0264,0.0264,0.024,0.024,0.024,0.0312,0.0264,0.0264,0.0264,0.0072,0.0048,0.0168,0.0144,0.0048,0.0096,0.0264,0.0216,0.0072,0.0072,0.0216,0.0144,0.0048,0.0024,0.0048,0.0216,0.012,0.012,0.0168,0.0192,0.0288,0.0288,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramedical Science,Diploma in Ophthalmic Technology,0.02416,0.02416,0.02416,0.02174,0.02174,0.02174,0.01933,0.02416,0.01208,0.01449,0.02174,0.02416,0.02174,0.01691,0.01449,0.02897,0.02174,0.02897,0.02416,0.02658,0.02658,0.02658,0.02416,0.02416,0.02416,0.03138,0.02658,0.02658,0.02658,0.00725,0.00483,0.01691,0.01449,0.00483,0.00966,0.02658,0.01933,0.00725,0.00725,0.01933,0.01449,0.00483,0.00242,0.00483,0.02174,0.01208,0.01208,0.01691,0.01933,0.02897,0.02897,0.02416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,(Add On),0.02336,0.0257,0.02336,0.02103,0.02103,0.0257,0.02804,0.0257,0.01402,0.02103,0.02336,0.02336,0.02103,0.01636,0.01636,0.02336,0.01869,0.02336,0.02103,0.02103,0.0257,0.0257,0.02336,0.0257,0.02804,0.02804,0.02804,0.02804,0.02804,0.02103,0.02103,0.00701,0.00701,0.00467,0.00467,0.00234,0.00234,0.00234,0.01168,0.02336,0.02336,0.02804,0.01402,0.01168,0.0257,0.00935,0.01168,0.01869,0.02103,0.0257,0.02336,0.01869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,Logistics,0.02348,0.02348,0.02582,0.02348,0.01878,0.02348,0.02348,0.02582,0.01408,0.02582,0.02113,0.02113,0.01878,0.01878,0.02113,0.02817,0.02113,0.02582,0.02113,0.02113,0.02348,0.02348,0.02113,0.02348,0.02817,0.02817,0.02817,0.02817,0.02817,0.02113,0.01643,0.00469,0.00469,0.00235,0.00704,0.00235,0.00235,0.00235,0.01174,0.02348,0.01878,0.01408,0.01174,0.00939,0.02817,0.01878,0.01878,0.02348,0.02817,0.02348,0.02348,0.02113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,ACCA,0.02321,0.0258,0.02321,0.02321,0.02064,0.0258,0.02838,0.02838,0.01032,0.02064,0.02321,0.02321,0.02064,0.01548,0.01548,0.02321,0.01806,0.02321,0.02064,0.02064,0.0258,0.0258,0.02321,0.0258,0.02838,0.03096,0.02838,0.02838,0.02838,0.02064,0.01806,0.00516,0.00516,0.00258,0.00258,0.00258,0.00258,0.00258,0.01548,0.02321,0.0258,0.03096,0.01032,0.00774,0.0258,0.00774,0.01032,0.01806,0.02064,0.02838,0.0258,0.01806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,Aviation and Logistics,0.02284,0.02284,0.02538,0.02284,0.01777,0.0203,0.0203,0.02538,0.01523,0.02284,0.0203,0.0203,0.01777,0.01777,0.01777,0.02792,0.02284,0.02792,0.02284,0.02284,0.02538,0.02538,0.02284,0.02284,0.02792,0.03046,0.02792,0.02792,0.02792,0.01523,0.00761,0.00508,0.00508,0.00508,0.01015,0.00254,0.00254,0.00254,0.01015,0.02284,0.01523,0.01015,0.00761,0.00508,0.02538,0.01777,0.0203,0.02284,0.02792,0.02284,0.02284,0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Business Administration,(Add On),0.02148,0.02148,0.02387,0.0191,0.0191,0.02148,0.0191,0.02626,0.0191,0.02626,0.02387,0.02387,0.02387,0.02148,0.02148,0.02864,0.02148,0.02626,0.02387,0.02387,0.02387,0.02387,0.02148,0.02387,0.02626,0.02626,0.02626,0.02626,0.02626,0.02387,0.0191,0.01193,0.00955,0.00716,0.00477,0.00239,0.00239,0.00239,0.00477,0.02148,0.01671,0.01671,0.02148,0.0191,0.02387,0.01193,0.01432,0.02387,0.02626,0.02387,0.02148,0.0191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Arts,"Criminology, Psychology & Journalism",0.02442,0.02198,0.02442,0.01953,0.02442,0.01953,0.01221,0.02442,0.02442,0.01953,0.02686,0.02686,0.02686,0.02198,0.01709,0.02442,0.02198,0.0293,0.02442,0.02686,0.02686,0.02686,0.02686,0.02686,0.02442,0.02686,0.02442,0.02442,0.02686,0.00977,0.00488,0.02686,0.01465,0.00732,0.00488,0.00244,0.00244,0.00244,0.00244,0.02442,0.01221,0.00244,0.00732,0.00732,0.02686,0.00977,0.01709,0.01953,0.02198,0.02442,0.02442,0.02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Business Administration,Aviation (BNU),0.02342,0.02342,0.02342,0.02108,0.01874,0.01874,0.01874,0.02576,0.01405,0.02108,0.02108,0.02342,0.02108,0.01874,0.01874,0.0281,0.02342,0.0281,0.02342,0.02342,0.02576,0.02576,0.02342,0.02342,0.0281,0.0281,0.0281,0.0281,0.0281,0.01639,0.00937,0.00703,0.00703,0.00703,0.01171,0.00234,0.00234,0.00468,0.01171,0.02108,0.01405,0.00703,0.00703,0.00703,0.02342,0.01639,0.02108,0.02342,0.02576,0.02342,0.02342,0.02108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Computer Applications,(Add On),0.02971,0.02971,0.03301,0.03301,0.02311,0.02311,0.02641,0.02641,0.02311,0.02311,0.02641,0.02641,0.02311,0.01981,0.0165,0.02971,0.01981,0.02641,0.02311,0.02311,0.03301,0.02971,0.02971,0.02971,0.02971,0.03301,0.02971,0.02971,0.03301,0.01321,0.0066,0.0066,0.0066,0.0033,0.0033,0.0033,0.0033,0.0033,0.02971,0.03301,0.02641,0.0099,0.0066,0.0066,0.03301,0.01321,0.0165,0.01981,0.02641,0.02971,0.01981,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Business Administration,Aviation (IATA),0.02342,0.02342,0.02342,0.02108,0.01874,0.01874,0.01874,0.02576,0.01405,0.02108,0.02108,0.02342,0.02108,0.01874,0.01874,0.0281,0.02342,0.0281,0.02342,0.02342,0.02576,0.02576,0.02342,0.02342,0.0281,0.0281,0.0281,0.0281,0.0281,0.01639,0.00937,0.00703,0.00703,0.00703,0.01171,0.00234,0.00234,0.00468,0.01171,0.02108,0.01405,0.00703,0.00703,0.00703,0.02342,0.01639,0.02108,0.02342,0.02576,0.02342,0.02342,0.02108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Business Administration,Aviation and Logistics,0.02284,0.02284,0.02538,0.02284,0.01777,0.0203,0.0203,0.02538,0.01523,0.02284,0.0203,0.0203,0.01777,0.01777,0.01777,0.02792,0.02284,0.02792,0.02284,0.02284,0.02538,0.02538,0.02284,0.02284,0.02792,0.03046,0.02792,0.02792,0.02792,0.01523,0.00761,0.00508,0.00508,0.00508,0.01015,0.00254,0.00254,0.00254,0.01015,0.02284,0.01523,0.01015,0.00761,0.00508,0.02538,0.01777,0.0203,0.02284,0.02792,0.02284,0.02284,0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Visual Arts,Animation and Multimedia Design,0.02239,0.02239,0.02488,0.0199,0.01741,0.01741,0.01244,0.02239,0.03483,0.0199,0.02239,0.02239,0.02239,0.01741,0.01244,0.02736,0.0199,0.02488,0.01741,0.0199,0.02736,0.02488,0.02736,0.02736,0.02488,0.03234,0.02488,0.02488,0.02736,0.00995,0.00498,0.00746,0.00498,0.00249,0.00498,0.00249,0.00249,0.00249,0.00498,0.02985,0.01493,0.00498,0.00746,0.00498,0.03483,0.00995,0.00746,0.01741,0.02239,0.0199,0.01741,0.01741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Visual Arts,Graphics & Applied Arts,0.02294,0.02294,0.02549,0.02039,0.01784,0.01784,0.01275,0.02294,0.03569,0.02039,0.02294,0.02294,0.02294,0.01784,0.01275,0.02794,0.02039,0.02549,0.01784,0.02039,0.02794,0.02549,0.02794,0.02794,0.02549,0.03314,0.02549,0.02549,0.02794,0.0102,0.0051,0.00765,0.0051,0.00255,0.0051,0.00255,0.00255,0.00255,0.0051,0.03059,0.01531,0.0051,0.0102,0.0051,0.03314,0.0102,0.00765,0.01784,0.02294,0.02039,0.01784,0.01784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,Respiratory Care Technology,0.0237,0.0237,0.0237,0.02133,0.02133,0.02133,0.01896,0.0237,0.01185,0.01422,0.02133,0.0237,0.02133,0.01669,0.01422,0.02844,0.02133,0.02844,0.0237,0.02607,0.02607,0.02607,0.0237,0.0237,0.0237,0.03081,0.02607,0.02607,0.02607,0.00711,0.00474,0.01669,0.01422,0.00474,0.00948,0.02844,0.02133,0.00474,0.00711,0.01896,0.01422,0.00474,0.00237,0.00474,0.02133,0.01185,0.01185,0.01669,0.01896,0.02844,0.02844,0.0237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,Renal Dialysis Technology,0.02348,0.02348,0.02348,0.02113,0.02113,0.02113,0.01878,0.02348,0.01174,0.01408,0.02113,0.02348,0.02113,0.01643,0.01408,0.02817,0.02113,0.02817,0.02348,0.02582,0.02582,0.02582,0.02348,0.02348,0.02348,0.03052,0.02582,0.02582,0.02582,0.00704,0.00469,0.01643,0.01408,0.00469,0.00939,0.02817,0.02113,0.00469,0.00704,0.01878,0.01408,0.00469,0.00235,0.00469,0.02113,0.01174,0.01174,0.01643,0.01878,0.02817,0.02817,0.02348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science in Nursing,General Nursing,0.0237,0.0237,0.0237,0.02133,0.02133,0.01896,0.01669,0.0237,0.01185,0.01422,0.02133,0.0237,0.02133,0.01669,0.01422,0.02844,0.02133,0.03081,0.02607,0.02844,0.02607,0.02607,0.0237,0.0237,0.0237,0.03081,0.02607,0.02844,0.02844,0.00711,0.00474,0.01896,0.01669,0.00474,0.00948,0.02844,0.02133,0.00474,0.00711,0.01896,0.01422,0.00474,0.00237,0.00474,0.02133,0.01185,0.01185,0.01669,0.01896,0.03081,0.03081,0.02607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commerce,"CSBA - Computer Science, Statistics, Business Studies, and Accountancy",0.02641,0.02971,0.02971,0.02971,0.02641,0.03301,0.03301,0.02641,0.01321,0.01981,0.01981,0.01981,0.0165,0.01321,0.0099,0.02311,0.0165,0.01981,0.0165,0.0165,0.02971,0.02641,0.02971,0.02971,0.02641,0.02971,0.02641,0.02641,0.02971,0.0099,0.01321,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0066,0.02311,0.02641,0.03301,0.01321,0.0066,0.0033,0.02641,0.0099,0.0099,0.0165,0.01981,0.02311,0.01981,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts,"PEPS - Psychology, Economics, Political Science, Sociology",0.02513,0.02513,0.02513,0.02261,0.02513,0.02513,0.02261,0.02764,0.01256,0.02261,0.02513,0.02261,0.0201,0.01759,0.01759,0.02261,0.02261,0.02513,0.02261,0.02261,0.02513,0.02513,0.02513,0.02513,0.02513,0.02513,0.02513,0.02513,0.02513,0.01508,0.02513,0.01005,0.02261,0.02261,0.01005,0.00251,0.00251,0.00251,0.01759,0.0201,0.0201,0.01508,0.00754,0.00754,0.02261,0.01508,0.0201,0.0201,0.0201,0.02513,0.02513,0.02261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Arts,Visual Communication,0.02364,0.02128,0.02364,0.01891,0.01891,0.01655,0.01182,0.02128,0.03307,0.02128,0.02601,0.02601,0.02601,0.02128,0.01655,0.02844,0.02128,0.02844,0.01891,0.02128,0.02601,0.02364,0.02601,0.02601,0.02601,0.02844,0.02601,0.02601,0.02844,0.01182,0.00709,0.00946,0.00946,0.00709,0.00709,0.00236,0.00236,0.00236,0.00236,0.02844,0.01418,0.00473,0.01182,0.00946,0.03081,0.01182,0.01418,0.01891,0.02364,0.02128,0.01891,0.01891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,"Chemistry, Botany and Biotechnology",0.02525,0.02525,0.02525,0.02273,0.02778,0.02273,0.0202,0.02273,0.01768,0.01768,0.01768,0.01768,0.01515,0.0101,0.00758,0.02525,0.01768,0.0202,0.01515,0.01768,0.02778,0.02525,0.02778,0.02778,0.02525,0.0303,0.02525,0.02525,0.02778,0.00758,0.00505,0.00758,0.00505,0.00253,0.01263,0.0303,0.02778,0.00505,0.01263,0.0202,0.0202,0.00505,0.00253,0.00253,0.0202,0.01515,0.01263,0.01768,0.0202,0.02525,0.02273,0.01768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,"Chemistry, Zoology and Biotechnology",0.02525,0.02525,0.02525,0.02273,0.02778,0.02273,0.0202,0.02273,0.01768,0.01768,0.01768,0.01768,0.01515,0.0101,0.00758,0.02525,0.01768,0.0202,0.01515,0.01768,0.02778,0.02525,0.02778,0.02778,0.02525,0.0303,0.02525,0.02525,0.02778,0.00758,0.00505,0.00758,0.00505,0.00253,0.01263,0.0303,0.02778,0.00505,0.01263,0.0202,0.0202,0.00505,0.00253,0.00253,0.0202,0.01515,0.01263,0.01768,0.0202,0.02525,0.02273,0.01768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,"Biochemistry, Zoology, Microbiology",0.02475,0.02475,0.02475,0.02228,0.02723,0.02228,0.0198,0.02228,0.01733,0.01733,0.01733,0.01733,0.01485,0.0099,0.00743,0.02475,0.01733,0.0198,0.01485,0.01733,0.02723,0.02475,0.02723,0.02723,0.02475,0.0297,0.02475,0.02475,0.02723,0.00743,0.00495,0.00743,0.00495,0.00248,0.01238,0.0297,0.02723,0.00495,0.01238,0.0198,0.0198,0.00495,0.00248,0.00248,0.0198,0.01485,0.01238,0.01733,0.0198,0.02475,0.02228,0.01733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,"Chemistry, Botany, Microbiology",0.025,0.025,0.025,0.0225,0.0275,0.0225,0.02,0.0225,0.0175,0.0175,0.0175,0.0175,0.015,0.01,0.0075,0.025,0.0175,0.02,0.015,0.0175,0.0275,0.025,0.0275,0.0275,0.025,0.03,0.025,0.025,0.0275,0.0075,0.005,0.0075,0.005,0.0025,0.0125,0.0275,0.0275,0.005,0.0125,0.02,0.02,0.005,0.0025,0.0025,0.02,0.015,0.0125,0.0175,0.02,0.025,0.0225,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,"Genetics, Psychology, Biochemistry",0.02525,0.02525,0.02525,0.02273,0.02525,0.02273,0.01768,0.02525,0.01768,0.01768,0.02525,0.02525,0.02273,0.0202,0.01515,0.0202,0.0202,0.02778,0.02273,0.02778,0.02778,0.02778,0.02525,0.02525,0.02525,0.02525,0.02273,0.02778,0.02525,0.02525,0.02778,0.00758,0.00505,0.02778,0.01515,0.00758,0.00505,0.02525,0.02778,0.00505,0.01263,0.0202,0.01515,0.00505,0.00253,0.00505,0.0202,0.0101,0.01263,0.01768,0.0202,0.02778,0.02778,0.02525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,Data Science,0.0274,0.0274,0.0274,0.0274,0.0274,0.0274,0.0274,0.02466,0.02466,0.02192,0.02192,0.01918,0.02192,0.01644,0.01096,0.02466,0.01644,0.01918,0.01644,0.01644,0.0274,0.0274,0.0274,0.0274,0.02192,0.0274,0.02192,0.02466,0.0274,0.00822,0.00822,0.01096,0.00548,0.00274,0.00274,0.00548,0.00548,0.00548,0.0274,0.0274,0.0274,0.00548,0.00274,0.00274,0.0274,0.0137,0.01644,0.01918,0.02466,0.0274,0.01918,0.01644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Science,Artifical Intelligence and Data Science,0.0274,0.0274,0.0274,0.0274,0.0274,0.0274,0.0274,0.02466,0.02466,0.02192,0.02192,0.01918,0.02192,0.01644,0.01096,0.02466,0.01644,0.01918,0.01644,0.01644,0.0274,0.0274,0.0274,0.0274,0.02192,0.0274,0.02192,0.02466,0.0274,0.00822,0.00822,0.01096,0.00548,0.00274,0.00274,0.00548,0.00548,0.00548,0.0274,0.0274,0.0274,0.00548,0.00274,0.00274,0.0274,0.0137,0.01644,0.01918,0.02466,0.0274,0.01918,0.01644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Business Administration,Marketing Management,0.01918,0.01918,0.01918,0.01439,0.01678,0.02158,0.01678,0.02158,0.02638,0.02638,0.02638,0.02638,0.02638,0.02638,0.024,0.024,0.01918,0.024,0.01918,0.02158,0.01918,0.02158,0.024,0.02158,0.02158,0.01918,0.02158,0.01918,0.02158,0.02158,0.01918,0.01918,0.01439,0.0072,0.0048,0.0024,0.0024,0.0024,0.0072,0.01918,0.01678,0.01439,0.02638,0.01439,0.02638,0.01678,0.01918,0.02158,0.02158,0.01918,0.024,0.01918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Arts,"Psychology, Journalism & Sociology",0.02475,0.02228,0.02475,0.02228,0.02723,0.0198,0.01238,0.02475,0.02228,0.02228,0.02723,0.02723,0.02723,0.02475,0.01733,0.02228,0.02475,0.0297,0.02475,0.02723,0.02723,0.02723,0.02723,0.02475,0.02475,0.02475,0.02475,0.02723,0.02723,0.0099,0.00743,0.02723,0.02228,0.01238,0.00743,0.00248,0.00248,0.00248,0.00248,0.02228,0.01238,0.00248,0.00743,0.00743,0.02723,0.01238,0.0198,0.0198,0.02228,0.02723,0.02723,0.02475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,Human Resource and Marketing,0.01961,0.01961,0.01961,0.01569,0.01765,0.01961,0.01373,0.02157,0.02157,0.02353,0.02353,0.02549,0.02353,0.02157,0.02353,0.02353,0.01961,0.02353,0.02157,0.02353,0.02157,0.02353,0.02157,0.01961,0.02157,0.02157,0.01961,0.02157,0.01961,0.02353,0.02157,0.01961,0.01961,0.01176,0.00588,0.00392,0.00392,0.00392,0.00588,0.01373,0.01176,0.01569,0.01961,0.02353,0.02549,0.01569,0.01765,0.01961,0.02353,0.02157,0.02353,0.02549,0.02157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,A&F (Focus on Indian CA),0.02321,0.0258,0.02321,0.02321,0.02064,0.0258,0.02838,0.02838,0.01032,0.02064,0.02321,0.02321,0.02064,0.01548,0.01548,0.02321,0.01806,0.02321,0.02064,0.02064,0.0258,0.0258,0.02321,0.0258,0.02838,0.03096,0.02838,0.02838,0.02838,0.02064,0.01806,0.00516,0.00516,0.00258,0.00258,0.00258,0.00258,0.00258,0.01548,0.02321,0.0258,0.03096,0.01032,0.00774,0.0258,0.00774,0.01032,0.01806,0.02064,0.02838,0.0258,0.01806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,ACCA (Focus on UK CA),0.02321,0.0258,0.02321,0.02321,0.02064,0.0258,0.02838,0.02838,0.01032,0.02064,0.02321,0.02321,0.02064,0.01548,0.01548,0.02321,0.01806,0.02321,0.02064,0.02064,0.0258,0.0258,0.02321,0.0258,0.02838,0.03096,0.02838,0.02838,0.02838,0.02064,0.01806,0.00516,0.00516,0.00258,0.00258,0.00258,0.00258,0.00258,0.01548,0.02321,0.0258,0.03096,0.01032,0.00774,0.0258,0.00774,0.01032,0.01806,0.02064,0.02838,0.0258,0.01806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,CMA-US (Focus on Management Accounting and Cost Accounting),0.02348,0.02582,0.02348,0.02348,0.02113,0.02582,0.02817,0.02817,0.01174,0.02113,0.02348,0.02348,0.02113,0.01643,0.01643,0.02348,0.01878,0.02348,0.02113,0.02113,0.02582,0.02582,0.02348,0.02582,0.02817,0.03052,0.02817,0.02817,0.02817,0.02348,0.01878,0.00469,0.00469,0.00235,0.00469,0.00235,0.00235,0.00235,0.01408,0.02348,0.02582,0.03052,0.00939,0.00704,0.02582,0.00704,0.01174,0.01878,0.02113,0.02817,0.02582,0.01878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor of Commerce,Data Analytics (In integration with Infosys Ltd),0.02604,0.02864,0.02864,0.02864,0.02344,0.02864,0.03125,0.02864,0.01302,0.02344,0.02344,0.02344,0.02083,0.01563,0.01563,0.02604,0.01823,0.02344,0.02083,0.02083,0.02864,0.02864,0.02604,0.02864,0.02864,0.03125,0.02864,0.02864,0.02864,0.02083,0.01823,0.00521,0.00521,0.0026,0.0026,0.0026,0.0026,0.0026,0.01563,0.02604,0.02864,0.03125,0.01042,0.00781,0.02864,0.00781,0.01042,0.02083,0.02344,0.02864,0.02604,0.02083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
